id,candidate,votes,state,county/township
3374,trump,1905,OK,Jefferson
3364,clinton,782,OK,Johnston
3364,trump,3081,OK,Johnston
3329,clinton,3734,OK,Kay
3329,trump,12168,OK,Kay
3350,clinton,783,OK,Kingfisher
3350,trump,5151,OK,Kingfisher
3369,clinton,766,OK,Kiowa
3369,trump,2593,OK,Kiowa
3363,clinton,797,OK,Latimer
3363,trump,3094,OK,Latimer
3327,clinton,3245,OK,LeFlore
3327,trump,13346,OK,LeFlore
3335,clinton,2423,OK,Lincoln
3335,trump,10838,OK,Lincoln
3322,clinton,4239,OK,Logan
3322,trump,13613,OK,Logan
3367,clinton,735,OK,Love
3367,trump,2920,OK,Love
3370,clinton,310,OK,Major
3370,trump,2940,OK,Major
3354,clinton,1095,OK,Marshall
3354,trump,4202,OK,Marshall
3331,clinton,3423,OK,Mayes
3331,trump,11550,OK,Mayes
3328,clinton,2893,OK,McClain
3328,trump,13151,OK,McClain
3338,clinton,1799,OK,McCurtain
3338,trump,8642,OK,McCurtain
3344,clinton,2122,OK,McIntosh
3344,trump,5501,OK,McIntosh
3353,clinton,1086,OK,Murray
3353,trump,4173,OK,Murray
3318,clinton,7969,OK,Muskogee
3318,trump,15029,OK,Muskogee
3357,clinton,901,OK,Noble
3357,trump,3707,OK,Noble
3362,clinton,742,OK,Nowata
3362,trump,3321,OK,Nowata
3365,clinton,943,OK,Okfuskee
3365,trump,2791,OK,Okfuskee
3308,clinton,112661,OK,Oklahoma
3308,trump,141429,OK,Oklahoma
3336,clinton,4379,OK,Okmulgee
3336,trump,8926,OK,Okmulgee
3323,clinton,5593,OK,Osage
3323,trump,12559,OK,Osage
3339,clinton,2584,OK,Ottawa
3339,trump,7627,OK,Ottawa
3349,clinton,1341,OK,Pawnee
3349,trump,4716,OK,Pawnee
3316,clinton,8785,OK,Payne
3316,trump,16644,OK,Payne
3326,clinton,3704,OK,Pittsburg
3326,trump,12740,OK,Pittsburg
3333,clinton,3633,OK,Pontotoc
3333,trump,10420,OK,Pontotoc
3317,clinton,6005,OK,Pottawatomie
3317,trump,17826,OK,Pottawatomie
3361,clinton,748,OK,Pushmataha
3361,trump,3581,OK,Pushmataha
3381,clinton,151,OK,Roger Mills
3381,trump,1546,OK,Roger Mills
3312,clinton,7895,OK,Rogers
3312,trump,30893,OK,Rogers
3343,clinton,2067,OK,Seminole
3343,trump,5612,OK,Seminole
3334,clinton,3061,OK,Sequoyah
3334,trump,10888,OK,Sequoyah
3325,clinton,3084,OK,Stephens
3325,trump,14166,OK,Stephens
3352,clinton,855,OK,Texas
3352,trump,4615,OK,Texas
3371,clinton,657,OK,Tillman
3371,trump,1944,OK,Tillman
3309,clinton,87663,OK,Tulsa
3309,trump,143985,OK,Tulsa
3314,clinton,6711,OK,Wagoner
3314,trump,22967,OK,Wagoner
3320,clinton,5047,OK,Washington
3320,trump,15810,OK,Washington
3359,clinton,588,OK,Washita
3359,trump,3851,OK,Washita
3368,clinton,521,OK,Woods
3368,trump,2945,OK,Woods
3346,clinton,871,OK,Woodward
3346,trump,6329,OK,Woodward
3412,clinton,1781,OR,Baker
3412,trump,6160,OR,Baker
3394,clinton,28431,OR,Benton
3394,trump,13030,OR,Benton
3387,clinton,90187,OR,Clackamas
3387,trump,79062,OR,Clackamas
3403,clinton,8899,OR,Clatsop
3403,trump,7794,OR,Clatsop
3401,clinton,9959,OR,Columbia
3401,trump,12967,OR,Columbia
3398,clinton,10355,OR,Coos
3398,trump,17699,OR,Coos
3407,clinton,2591,OR,Crook
3407,trump,8388,OR,Crook
3406,clinton,4253,OR,Curry
3406,trump,7157,OR,Curry
3391,clinton,40222,OR,Deschutes
3391,trump,43667,OR,Deschutes
3393,clinton,13891,OR,Douglas
3393,trump,34112,OR,Douglas
3419,clinton,221,OR,Gilliam
3419,trump,632,OR,Gilliam
3414,clinton,732,OR,Grant
3414,trump,3187,OR,Grant
3416,clinton,682,OR,Harney
3416,trump,2904,OR,Harney
3409,clinton,6359,OR,Hood River
3409,trump,3223,OR,Hood River
3390,clinton,43550,OR,Jackson
3390,trump,53083,OR,Jackson
3411,clinton,2892,OR,Jefferson
3411,trump,5337,OR,Jefferson
3396,clinton,13223,OR,Josephine
3396,trump,26582,OR,Josephine
3399,clinton,7080,OR,Klamath
3399,trump,20170,OR,Klamath
3417,clinton,628,OR,Lake
3417,trump,3001,OR,Lake
3388,clinton,100497,OR,Lane
3388,trump,66218,OR,Lane
3402,clinton,12300,OR,Lincoln
3402,trump,9901,OR,Lincoln
3392,clinton,17456,OR,Linn
3392,trump,32683,OR,Linn
3410,clinton,2213,OR,Malheur
3410,trump,7141,OR,Malheur
3389,clinton,48803,OR,Marion
3389,trump,54336,OR,Marion
3415,clinton,1004,OR,Morrow
3415,trump,2698,OR,Morrow
3385,clinton,271754,OR,Multnomah
3385,trump,63055,OR,Multnomah
3397,clinton,15741,OR,Polk
3397,trump,18333,OR,Polk
3418,clinton,202,OR,Sherman
3418,trump,726,OR,Sherman
3404,clinton,5701,OR,Tillamook
3404,trump,6486,OR,Tillamook
3400,clinton,7466,OR,Umatilla
3400,trump,16775,OR,Umatilla
3405,clinton,3221,OR,Union
3405,trump,8378,OR,Union
3413,clinton,1097,OR,Wallowa
3413,trump,2825,OR,Wallowa
3408,clinton,4634,OR,Wasco
3408,trump,5721,OR,Wasco
3386,clinton,137818,OR,Washington
3386,trump,75903,OR,Washington
3420,clinton,153,OR,Wheeler
3420,trump,583,OR,Wheeler
3395,clinton,18635,OR,Yamhill
3395,trump,22589,OR,Yamhill
3451,clinton,14077,PA,Adams
3451,trump,31249,PA,Adams
3422,clinton,363017,PA,Allegheny
3422,trump,257488,PA,Allegheny
3458,clinton,6849,PA,Armstrong
3458,trump,22676,PA,Armstrong
3440,clinton,30225,PA,Beaver
3440,trump,46081,PA,Beaver
3463,clinton,3613,PA,Bedford
3463,trump,19455,PA,Bedford
3430,clinton,75169,PA,Berks
3430,trump,93094,PA,Berks
3448,clinton,13093,PA,Blair
3448,trump,37224,PA,Blair
3462,clinton,6263,PA,Bradford
3462,trump,17957,PA,Bradford
3424,clinton,165861,PA,Bucks
3424,trump,163873,PA,Bucks
3439,clinton,26834,PA,Butler
3439,trump,61388,PA,Butler
3445,clinton,17798,PA,Cambria
3445,trump,40510,PA,Cambria
3487,clinton,469,PA,Cameron
3487,trump,1495,PA,Cameron
3459,clinton,8917,PA,Carbon
3459,trump,18714,PA,Carbon
3441,clinton,36555,PA,Centre
3441,trump,35099,PA,Centre
3426,clinton,140188,PA,Chester
3426,trump,115582,PA,Chester
3472,clinton,4256,PA,Clarion
3472,trump,12545,PA,Clarion
3457,clinton,7700,PA,Clearfield
3457,trump,23909,PA,Clearfield
3478,clinton,4533,PA,Clinton
3478,trump,9701,PA,Clinton
3460,clinton,8502,PA,Columbia
3460,trump,17387,PA,Columbia
3455,clinton,10215,PA,Crawford
3455,trump,23912,PA,Crawford
3436,clinton,44282,PA,Cumberland
3436,trump,65649,PA,Cumberland
3434,clinton,64287,PA,Dauphin
3434,trump,60620,PA,Dauphin
3425,clinton,169169,PA,Delaware
3425,trump,106559,PA,Delaware
3479,clinton,3637,PA,Elk
3479,trump,9704,PA,Elk
3435,clinton,54820,PA,Erie
3435,trump,57168,PA,Erie
3447,clinton,17826,PA,Fayette
3447,trump,34388,PA,Fayette
3486,clinton,626,PA,Forest
3486,trump,1680,PA,Forest
3442,clinton,17322,PA,Franklin
3442,trump,49554,PA,Franklin
3484,clinton,904,PA,Fulton
3484,trump,5676,PA,Fulton
3477,clinton,4157,PA,Greene
3477,trump,10394,PA,Greene
3467,clinton,4487,PA,Huntingdon
3467,trump,14369,PA,Huntingdon
3453,clinton,11468,PA,Indiana
3453,trump,24920,PA,Indiana
3469,clinton,3437,PA,Jefferson
3469,trump,14533,PA,Jefferson
3481,clinton,1810,PA,Juniata
3481,trump,8234,PA,Juniata
3437,clinton,51593,PA,Lackawanna
3437,trump,48102,PA,Lackawanna
3427,clinton,90066,PA,Lancaster
3427,trump,137145,PA,Lancaster
3452,clinton,13933,PA,Lawrence
3452,trump,25323,PA,Lawrence
3446,clinton,17860,PA,Lebanon
3446,trump,38804,PA,Lebanon
3431,clinton,77087,PA,Lehigh
3431,trump,70285,PA,Lehigh
3433,clinton,51454,PA,Luzerne
3433,trump,77508,PA,Luzerne
3449,clinton,12926,PA,Lycoming
3449,trump,35475,PA,Lycoming
3476,clinton,3802,PA,McKean
3476,trump,11159,PA,McKean
3450,clinton,17631,PA,Mercer
3450,trump,30034,PA,Mercer
3470,clinton,3563,PA,Mifflin
3470,trump,14050,PA,Mifflin
3443,clinton,31930,PA,Monroe
3443,trump,31706,PA,Monroe
3423,clinton,251063,PA,Montgomery
3423,trump,160803,PA,Montgomery
3482,clinton,2851,PA,Montour
3482,trump,5274,PA,Montour
3432,clinton,65936,PA,Northampton
3432,trump,71384,PA,Northampton
3456,clinton,9184,PA,Northumberland
3456,trump,24418,PA,Northumberland
3466,clinton,4630,PA,Perry
3466,trump,15613,PA,Perry
3421,clinton,560542,PA,Philadelphia
3421,trump,105418,PA,Philadelphia
3461,clinton,9247,PA,Pike
3461,trump,16035,PA,Pike
3483,clinton,1300,PA,Potter
3483,trump,6247,PA,Potter
3444,clinton,16724,PA,Schuylkill
3444,trump,43937,PA,Schuylkill
3475,clinton,3991,PA,Snyder
3475,trump,11710,PA,Snyder
3454,clinton,7367,PA,Somerset
3454,trump,27347,PA,Somerset
3485,clinton,756,PA,Sullivan
3485,trump,2318,PA,Sullivan
3468,clinton,5065,PA,Susquehanna
3468,trump,13295,PA,Susquehanna
3474,clinton,3642,PA,Tioga
3474,trump,12928,PA,Tioga
3473,clinton,6138,PA,Union
3473,trump,10605,PA,Union
3465,clinton,5889,PA,Venango
3465,trump,15254,PA,Venango
3471,clinton,4828,PA,Warren
3471,trump,12032,PA,Warren
3438,clinton,34436,PA,Washington
3438,trump,58941,PA,Washington
3464,clinton,6398,PA,Wayne
3464,trump,15269,PA,Wayne
3429,clinton,59506,PA,Westmoreland
3429,trump,116427,PA,Westmoreland
3480,clinton,3573,PA,Wyoming
3480,trump,8375,PA,Wyoming
3428,clinton,67428,PA,York
3428,trump,126933,PA,York
3504,clinton,5380,RI,Barrington
3504,trump,2643,RI,Barrington
3502,clinton,5239,RI,Bristol
3502,trump,3772,RI,Bristol
3510,clinton,2333,RI,Burrillville
3510,trump,3950,RI,Burrillville
3518,clinton,2987,RI,Central Falls
3518,trump,606,RI,Central Falls
3517,clinton,1984,RI,Charlestown
3517,trump,1739,RI,Charlestown
3493,clinton,6484,RI,Coventry
3493,trump,8791,RI,Coventry
3490,clinton,17176,RI,Cranston
3490,trump,14660,RI,Cranston
3494,clinton,7954,RI,Cumberland
3494,trump,6985,RI,Cumberland
3511,clinton,3503,RI,East Greenwich
3511,trump,2829,RI,East Greenwich
3492,clinton,10775,RI,East Providence
3492,trump,6641,RI,East Providence
3521,clinton,1423,RI,Exeter
3521,trump,1948,RI,Exeter
3524,clinton,905,RI,Foster
3524,trump,1296,RI,Foster
3515,clinton,1822,RI,Glocester
3515,trump,2790,RI,Glocester
3520,clinton,1534,RI,Hopkinton
3520,trump,1930,RI,Hopkinton
3522,clinton,1840,RI,Jamestown
3522,trump,1012,RI,Jamestown
3497,clinton,5214,RI,Johnston
3497,trump,7160,RI,Johnston
3501,clinton,4776,RI,Lincoln
3501,trump,5039,RI,Lincoln
3525,clinton,1002,RI,Little Compton
3525,trump,740,RI,Little Compton
3512,clinton,3590,RI,Middletown
3512,trump,2357,RI,Middletown
3509,clinton,3708,RI,Narragansett
3509,trump,2979,RI,Narragansett
3526,clinton,475,RI,New Shoreham
3526,trump,156,RI,New Shoreham
3505,clinton,5441,RI,Newport
3505,trump,2334,RI,Newport
3496,clinton,6827,RI,North Kingstown
3496,trump,5532,RI,North Kingstown
3495,clinton,7244,RI,North Providence
3495,trump,6559,RI,North Providence
3513,clinton,2405,RI,North Smithfield
3513,trump,3058,RI,North Smithfield
3491,clinton,14463,RI,Pawtucket
3491,trump,5805,RI,Pawtucket
3506,clinton,4103,RI,Portsmouth
3506,trump,3412,RI,Portsmouth
3488,clinton,41596,RI,Providence
3488,trump,7087,RI,Providence
3519,clinton,1549,RI,Richmond
3519,trump,1906,RI,Richmond
3514,clinton,1879,RI,Scituate
3514,trump,3320,RI,Scituate
3503,clinton,3875,RI,Smithfield
3503,trump,4800,RI,Smithfield
3498,clinton,7460,RI,South Kingstown
3498,trump,4138,RI,South Kingstown
3507,clinton,3627,RI,Tiverton
3507,trump,3515,RI,Tiverton
3516,clinton,2443,RI,Warren
3516,trump,1833,RI,Warren
3489,clinton,18394,RI,Warwick
3489,trump,17303,RI,Warwick
3523,clinton,1033,RI,West Greenwich
3523,trump,1774,RI,West Greenwich
3500,clinton,5171,RI,West Warwick
3500,trump,5450,RI,West Warwick
3508,clinton,3470,RI,Westerly
3508,trump,3558,RI,Westerly
3499,clinton,5968,RI,Woonsocket
3499,trump,5183,RI,Woonsocket
3563,clinton,3712,SC,Abbeville
3563,trump,6742,SC,Abbeville
3536,clinton,25426,SC,Aiken
3536,trump,45981,SC,Aiken
3572,clinton,2722,SC,Allendale
3572,trump,788,SC,Allendale
3534,clinton,21040,SC,Anderson
3534,trump,56109,SC,Anderson
3570,clinton,3886,SC,Bamberg
3570,trump,2197,SC,Bamberg
3565,clinton,4395,SC,Barnwell
3565,trump,4888,SC,Barnwell
3537,clinton,29577,SC,Beaufort
3537,trump,39986,SC,Beaufort
3535,clinton,30492,SC,Berkeley
3535,trump,44223,SC,Berkeley
3569,clinton,3569,SC,Calhoun
3569,trump,3785,SC,Calhoun
3528,clinton,89048,SC,Charleston
3528,trump,75233,SC,Charleston
3550,clinton,6089,SC,Cherokee
3550,trump,15165,SC,Cherokee
3558,clinton,6582,SC,Chester
3558,trump,7272,SC,Chester
3552,clinton,7125,SC,Chesterfield
3552,trump,9576,SC,Chesterfield
3554,clinton,7635,SC,Clarendon
3554,trump,7246,SC,Clarendon
3551,clinton,7616,SC,Colleton
3551,trump,9083,SC,Colleton
3546,clinton,13866,SC,Darlington
3546,trump,14973,SC,Darlington
3560,clinton,5832,SC,Dillon
3560,trump,5637,SC,Dillon
3538,clinton,24010,SC,Dorchester
3538,trump,34932,SC,Dorchester
3561,clinton,4491,SC,Edgefield
3561,trump,6842,SC,Edgefield
3562,clinton,6936,SC,Fairfield
3562,trump,4024,SC,Fairfield
3539,clinton,26630,SC,Florence
3539,trump,29498,SC,Florence
3545,clinton,13234,SC,Georgetown
3545,trump,17334,SC,Georgetown
3527,clinton,73338,SC,Greenville
3527,trump,125595,SC,Greenville
3548,clinton,10633,SC,Greenwood
3548,trump,16881,SC,Greenwood
3566,clinton,5163,SC,Hampton
3566,trump,3483,SC,Hampton
3530,clinton,36731,SC,Horry
3530,trump,83819,SC,Horry
3557,clinton,7789,SC,Jasper
3557,trump,6100,SC,Jasper
3547,clinton,10293,SC,Kershaw
3547,trump,17464,SC,Kershaw
3543,clinton,13718,SC,Lancaster
3543,trump,23598,SC,Lancaster
3549,clinton,8845,SC,Laurens
3549,trump,16770,SC,Laurens
3568,clinton,5170,SC,Lee
3568,trump,2789,SC,Lee
3531,clinton,35143,SC,Lexington
3531,trump,79866,SC,Lexington
3556,clinton,8522,SC,Marion
3556,trump,5434,SC,Marion
3564,clinton,5928,SC,Marlboro
3564,trump,4257,SC,Marlboro
3571,clinton,2479,SC,McCormick
3571,trump,2651,SC,McCormick
3553,clinton,6212,SC,Newberry
3553,trump,10011,SC,Newberry
3544,clinton,7979,SC,Oconee
3544,trump,24096,SC,Oconee
3542,clinton,26258,SC,Orangeburg
3542,trump,11909,SC,Orangeburg
3540,clinton,10327,SC,Pickens
3540,trump,36096,SC,Pickens
3529,clinton,108401,SC,Richland
3529,trump,52753,SC,Richland
3567,clinton,2809,SC,Saluda
3567,trump,5525,SC,Saluda
3532,clinton,39888,SC,Spartanburg
3532,trump,76101,SC,Spartanburg
3541,clinton,24024,SC,Sumter
3541,trump,18733,SC,Sumter
3559,clinton,4727,SC,Union
3559,trump,7058,SC,Union
3555,clinton,9949,SC,Williamsburg
3555,trump,4863,SC,Williamsburg
3533,clinton,41230,SC,York
3533,trump,66245,SC,York
3620,clinton,340,SD,Aurora
3620,trump,974,SD,Aurora
3586,clinton,1912,SD,Beadle
3586,trump,4455,SD,Beadle
3623,clinton,412,SD,Bennett
3623,trump,666,SD,Bennett
3596,clinton,704,SD,Bon Homme
3596,trump,2105,SD,Bon Homme
3577,clinton,4879,SD,Brookings
3577,trump,6748,SD,Brookings
3576,clinton,5452,SD,Brown
3576,trump,9613,SD,Brown
3606,clinton,571,SD,Brule
3606,trump,1565,SD,Brule
3638,clinton,296,SD,Buffalo
3638,trump,171,SD,Buffalo
3589,clinton,693,SD,Butte
3589,trump,3355,SD,Butte
3632,clinton,105,SD,Campbell
3632,trump,704,SD,Campbell
3594,clinton,935,SD,Charles Mix
3594,trump,2382,SD,Charles Mix
3615,clinton,398,SD,Clark
3615,trump,1139,SD,Clark
3587,clinton,2608,SD,Clay
3587,trump,2109,SD,Clay
3579,clinton,3174,SD,Codington
3579,trump,7764,SD,Codington
3622,clinton,535,SD,Corson
3622,trump,588,SD,Corson
3588,clinton,1120,SD,Custer
3588,trump,3290,SD,Custer
3583,clinton,2355,SD,Davison
3583,trump,5157,SD,Davison
3601,clinton,974,SD,Day
3601,trump,1627,SD,Day
3609,clinton,570,SD,Deuel
3609,trump,1366,SD,Deuel
3614,clinton,887,SD,Dewey
3614,trump,723,SD,Dewey
3617,clinton,214,SD,Douglas
3617,trump,1338,SD,Douglas
3612,clinton,380,SD,Edmunds
3612,trump,1433,SD,Edmunds
3592,clinton,821,SD,Fall River
3592,trump,2511,SD,Fall River
3626,clinton,204,SD,Faulk
3626,trump,858,SD,Faulk
3593,clinton,970,SD,Grant
3593,trump,2381,SD,Grant
3608,clinton,391,SD,Gregory
3608,trump,1600,SD,Gregory
3629,clinton,77,SD,Haakon
3629,trump,936,SD,Haakon
3600,clinton,555,SD,Hamlin
3600,trump,2051,SD,Hamlin
3613,clinton,334,SD,Hand
3613,trump,1391,SD,Hand
3610,clinton,424,SD,Hanson
3610,trump,1497,SD,Hanson
3633,clinton,38,SD,Harding
3633,trump,694,SD,Harding
3582,clinton,2449,SD,Hughes
3582,trump,5174,SD,Hughes
3595,clinton,692,SD,Hutchinson
3595,trump,2517,SD,Hutchinson
3635,clinton,125,SD,Hyde
3635,trump,543,SD,Hyde
3627,clinton,323,SD,Jackson
3627,trump,722,SD,Jackson
3630,clinton,264,SD,Jerauld
3630,trump,648,SD,Jerauld
3637,clinton,69,SD,Jones
3637,trump,450,SD,Jones
3604,clinton,703,SD,Kingsbury
3604,trump,1680,SD,Kingsbury
3585,clinton,2314,SD,Lake
3585,trump,4038,SD,Lake
3578,clinton,3356,SD,Lawrence
3578,trump,7411,SD,Lawrence
3575,clinton,8076,SD,Lincoln
3575,trump,15499,SD,Lincoln
3619,clinton,369,SD,Lyman
3619,trump,977,SD,Lyman
3611,clinton,754,SD,Marshall
3611,trump,1056,SD,Marshall
3603,clinton,623,SD,McCook
3603,trump,1794,SD,McCook
3624,clinton,192,SD,McPherson
3624,trump,892,SD,McPherson
3580,clinton,2223,SD,Meade
3580,trump,8441,SD,Meade
3636,clinton,238,SD,Mellette
3636,trump,402,SD,Mellette
3628,clinton,281,SD,Miner
3628,trump,706,SD,Miner
3573,clinton,30610,SD,Minnehaha
3573,trump,42043,SD,Minnehaha
3598,clinton,1042,SD,Moody
3598,trump,1729,SD,Moody
3599,clinton,2504,SD,Oglala Lakota
3599,trump,241,SD,Oglala Lakota
3574,clinton,14074,SD,Pennington
3574,trump,29804,SD,Pennington
3616,clinton,188,SD,Perkins
3616,trump,1333,SD,Perkins
3621,clinton,215,SD,Potter
3621,trump,1069,SD,Potter
3591,clinton,1539,SD,Roberts
3591,trump,2142,SD,Roberts
3625,clinton,241,SD,Sanborn
3625,trump,819,SD,Sanborn
3597,clinton,919,SD,Spink
3597,trump,1854,SD,Spink
3618,clinton,329,SD,Stanley
3618,trump,1148,SD,Stanley
3631,clinton,137,SD,Sully
3631,trump,679,SD,Sully
3607,clinton,1505,SD,Todd
3607,trump,487,SD,Todd
3602,clinton,462,SD,Tripp
3602,trump,2069,SD,Tripp
3590,clinton,961,SD,Turner
3590,trump,2937,SD,Turner
3584,clinton,2227,SD,Union
3584,trump,5288,SD,Union
3605,clinton,457,SD,Walworth
3605,trump,1896,SD,Walworth
3581,clinton,3301,SD,Yankton
3581,trump,5654,SD,Yankton
3634,clinton,352,SD,Ziebach
3634,trump,368,SD,Ziebach
3655,clinton,9010,TN,Anderson
3655,trump,19201,TN,Anderson
3676,clinton,3384,TN,Bedford
3676,trump,11455,TN,Bedford
3711,clinton,1474,TN,Benton
3711,trump,4715,TN,Benton
3720,clinton,896,TN,Bledsoe
3720,trump,3621,TN,Bledsoe
3649,clinton,12085,TN,Blount
3649,trump,37385,TN,Blount
3651,clinton,7070,TN,Bradley
3651,trump,29761,TN,Bradley
3681,clinton,2248,TN,Campbell
3681,trump,9860,TN,Campbell
3716,clinton,1126,TN,Cannon
3716,trump,4006,TN,Cannon
3690,clinton,2323,TN,Carroll
3690,trump,7731,TN,Carroll
3663,clinton,3453,TN,Carter
3663,trump,16897,TN,Carter
3674,clinton,3877,TN,Cheatham
3674,trump,11295,TN,Cheatham
3718,clinton,902,TN,Chester
3718,trump,3827,TN,Chester
3689,clinton,1831,TN,Claiborne
3689,trump,8589,TN,Claiborne
3728,clinton,707,TN,Clay
3728,trump,2140,TN,Clay
3684,clinton,1980,TN,Cocke
3684,trump,9791,TN,Cocke
3666,clinton,4741,TN,Coffee
3666,trump,14409,TN,Coffee
3715,clinton,1302,TN,Crockett
3715,trump,3977,TN,Crockett
3658,clinton,5202,TN,Cumberland
3658,trump,20410,TN,Cumberland
3640,clinton,148473,TN,Davidson
3640,trump,84365,TN,Davidson
3722,clinton,894,TN,Decatur
3722,trump,3580,TN,Decatur
3706,clinton,1566,TN,DeKalb
3706,trump,5164,TN,DeKalb
3671,clinton,4718,TN,Dickson
3671,trump,13213,TN,Dickson
3678,clinton,2815,TN,Dyer
3678,trump,10175,TN,Dyer
3668,clinton,5865,TN,Fayette
3668,trump,13046,TN,Fayette
3702,clinton,1100,TN,Fentress
3702,trump,6032,TN,Fentress
3673,clinton,4372,TN,Franklin
3673,trump,11526,TN,Franklin
3667,clinton,5255,TN,Gibson
3667,trump,13779,TN,Gibson
3686,clinton,2915,TN,Giles
3686,trump,7964,TN,Giles
3698,clinton,1154,TN,Grainger
3698,trump,6618,TN,Grainger
3659,clinton,4211,TN,Greene
3659,trump,18538,TN,Greene
3719,clinton,998,TN,Grundy
3719,trump,3626,TN,Grundy
3665,clinton,4075,TN,Hamblen
3665,trump,15839,TN,Hamblen
3642,clinton,55260,TN,Hamilton
3642,trump,78661,TN,Hamilton
3732,clinton,322,TN,Hancock
3732,trump,1842,TN,Hancock
3695,clinton,4174,TN,Hardeman
3695,trump,4912,TN,Hardeman
3693,clinton,1622,TN,Hardin
3693,trump,8012,TN,Hardin
3664,clinton,3502,TN,Hawkins
3664,trump,16611,TN,Hawkins
3707,clinton,3704,TN,Haywood
3707,trump,3010,TN,Haywood
3691,clinton,1796,TN,Henderson
3691,trump,8118,TN,Henderson
3680,clinton,3061,TN,Henry
3680,trump,9483,TN,Henry
3699,clinton,1823,TN,Hickman
3699,trump,5685,TN,Hickman
3725,clinton,865,TN,Houston
3725,trump,2180,TN,Houston
3704,clinton,1967,TN,Humphreys
3704,trump,4928,TN,Humphreys
3723,clinton,1129,TN,Jackson
3723,trump,3229,TN,Jackson
3669,clinton,3490,TN,Jefferson
3669,trump,14760,TN,Jefferson
3709,clinton,988,TN,Johnson
3709,trump,5400,TN,Johnson
3641,clinton,62861,TN,Knox
3641,trump,105724,TN,Knox
3733,clinton,577,TN,Lake
3733,trump,1357,TN,Lake
3696,clinton,3656,TN,Lauderdale
3696,trump,4884,TN,Lauderdale
3675,clinton,2821,TN,Lawrence
3675,trump,12419,TN,Lawrence
3721,clinton,890,TN,Lewis
3721,trump,3579,TN,Lewis
3679,clinton,2550,TN,Lincoln
3679,trump,10375,TN,Lincoln
3661,clinton,4916,TN,Loudon
3661,trump,17588,TN,Loudon
3700,clinton,1071,TN,Macon
3700,trump,6260,TN,Macon
3652,clinton,15438,TN,Madison
3652,trump,21321,TN,Madison
3688,clinton,2829,TN,Marion
3688,trump,7680,TN,Marion
3685,clinton,2848,TN,Marshall
3685,trump,8167,TN,Marshall
3654,clinton,10026,TN,Maury
3654,trump,23781,TN,Maury
3670,clinton,3507,TN,McMinn
3670,trump,14673,TN,McMinn
3692,clinton,1847,TN,McNairy
3692,trump,7839,TN,McNairy
3724,clinton,856,TN,Meigs
3724,trump,3337,TN,Meigs
3672,clinton,3184,TN,Monroe
3672,trump,13361,TN,Monroe
3647,clinton,21686,TN,Montgomery
3647,trump,32320,TN,Montgomery
3727,clinton,496,TN,Moore
3727,trump,2325,TN,Moore
3708,clinton,1053,TN,Morgan
3708,trump,5429,TN,Morgan
3682,clinton,2425,TN,Obion
3682,trump,9525,TN,Obion
3697,clinton,1943,TN,Overton
3697,trump,6055,TN,Overton
3729,clinton,597,TN,Perry
3729,trump,2167,TN,Perry
3730,clinton,536,TN,Pickett
3730,trump,2019,TN,Pickett
3710,clinton,1252,TN,Polk
3710,trump,5097,TN,Polk
3657,clinton,6847,TN,Putnam
3657,trump,18981,TN,Putnam
3687,clinton,1942,TN,Rhea
3687,trump,8650,TN,Rhea
3662,clinton,4833,TN,Roane
3662,trump,15863,TN,Roane
3656,clinton,6634,TN,Robertson
3656,trump,19393,TN,Robertson
3643,clinton,36627,TN,Rutherford
3643,trump,64428,TN,Rutherford
3705,clinton,934,TN,Scott
3705,trump,6044,TN,Scott
3714,clinton,1051,TN,Sequatchie
3714,trump,4434,TN,Sequatchie
3653,clinton,6293,TN,Sevier
3653,trump,28610,TN,Sevier
3639,clinton,206640,TN,Shelby
3639,trump,114948,TN,Shelby
3701,clinton,1688,TN,Smith
3701,trump,5485,TN,Smith
3717,clinton,1222,TN,Stewart
3717,trump,3864,TN,Stewart
3646,clinton,11910,TN,Sullivan
3646,trump,45577,TN,Sullivan
3645,clinton,18153,TN,Sumner
3645,trump,50105,TN,Sumner
3660,clinton,5779,TN,Tipton
3660,trump,16893,TN,Tipton
3726,clinton,943,TN,Trousdale
3726,trump,2099,TN,Trousdale
3703,clinton,1260,TN,Unicoi
3703,trump,5666,TN,Unicoi
3712,clinton,1010,TN,Union
3712,trump,5024,TN,Union
3731,clinton,539,TN,Van Buren
3731,trump,1820,TN,Van Buren
3677,clinton,3535,TN,Warren
3677,trump,9535,TN,Warren
3650,clinton,13003,TN,Washington
3650,trump,34179,TN,Washington
3713,clinton,717,TN,Wayne
3713,trump,5034,TN,Wayne
3683,clinton,2770,TN,Weakley
3683,trump,9001,TN,Weakley
3694,clinton,1842,TN,White
3694,trump,7657,TN,White
3644,clinton,30992,TN,Williamson
3644,trump,68160,TN,Williamson
3648,clinton,14356,TN,Wilson
3648,trump,39304,TN,Wilson
3800,clinton,3358,TX,Anderson
3800,trump,13165,TX,Anderson
3875,clinton,836,TX,Andrews
3875,trump,3925,TX,Andrews
3778,clinton,7538,TX,Angelina
3778,trump,21666,TX,Angelina
3826,clinton,2458,TX,Aransas
3826,trump,7730,TX,Aransas
3883,clinton,394,TX,Archer
3883,trump,3785,TX,Archer
3962,clinton,70,TX,Armstrong
3962,trump,924,TX,Armstrong
3811,clinton,4635,TX,Atascosa
3811,trump,8598,TX,Atascosa
3819,clinton,2319,TX,Austin
